chr1	x1	x2	chr2	y1	y2	color	comment
chr4	800000	900000	chr4	3300000	3400000	0,0,255	significant differentially interacting region
chr4	800000	900000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	800000	900000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	900000	1000000	chr4	2200000	2300000	0,0,255	significant differentially interacting region
chr4	900000	1000000	chr4	2900000	3000000	0,0,255	significant differentially interacting region
chr4	900000	1000000	chr4	3200000	3300000	0,0,255	significant differentially interacting region
chr4	900000	1000000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	900000	1000000	chr4	48700000	48800000	0,0,255	significant differentially interacting region
chr4	1000000	1100000	chr4	2200000	2300000	0,0,255	significant differentially interacting region
chr4	1000000	1100000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	1000000	1100000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	1000000	1100000	chr4	3800000	3900000	0,0,255	significant differentially interacting region
chr4	1000000	1100000	chr4	48700000	48800000	0,0,255	significant differentially interacting region
chr4	1100000	1200000	chr4	3400000	3500000	0,0,255	significant differentially interacting region
chr4	1100000	1200000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	1100000	1200000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	1100000	1200000	chr4	3800000	3900000	0,0,255	significant differentially interacting region
chr4	1200000	1300000	chr4	1800000	1900000	0,0,255	significant differentially interacting region
chr4	1200000	1300000	chr4	2300000	2400000	0,0,255	significant differentially interacting region
chr4	1200000	1300000	chr4	2800000	2900000	0,0,255	significant differentially interacting region
chr4	1200000	1300000	chr4	3300000	3400000	0,0,255	significant differentially interacting region
chr4	1200000	1300000	chr4	3400000	3500000	0,0,255	significant differentially interacting region
chr4	1200000	1300000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	1200000	1300000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	1300000	1400000	chr4	3100000	3200000	0,0,255	significant differentially interacting region
chr4	1300000	1400000	chr4	3400000	3500000	0,0,255	significant differentially interacting region
chr4	1300000	1400000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	1300000	1400000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	1300000	1400000	chr4	3800000	3900000	0,0,255	significant differentially interacting region
chr4	1500000	1600000	chr4	3200000	3300000	0,0,255	significant differentially interacting region
chr4	1500000	1600000	chr4	3400000	3500000	0,0,255	significant differentially interacting region
chr4	1500000	1600000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	1500000	1600000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	1600000	1700000	chr4	3400000	3500000	0,0,255	significant differentially interacting region
chr4	1600000	1700000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	1700000	1800000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	1700000	1800000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	1800000	1900000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	1800000	1900000	chr4	3800000	3900000	0,0,255	significant differentially interacting region
chr4	1800000	1900000	chr4	6100000	6200000	0,0,255	significant differentially interacting region
chr4	1900000	2000000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	1900000	2000000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	2000000	2100000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	2000000	2100000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	2000000	2100000	chr4	4900000	5000000	0,0,255	significant differentially interacting region
chr4	2000000	2100000	chr4	5100000	5200000	0,0,255	significant differentially interacting region
chr4	2100000	2200000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	2100000	2200000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	2200000	2300000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	2200000	2300000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	2200000	2300000	chr4	3800000	3900000	0,0,255	significant differentially interacting region
chr4	2300000	2400000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	2400000	2500000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	2400000	2500000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	2500000	2600000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	2500000	2600000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	2600000	2700000	chr4	3600000	3700000	0,0,255	significant differentially interacting region
chr4	2600000	2700000	chr4	3800000	3900000	0,0,255	significant differentially interacting region
chr4	2900000	3000000	chr4	3700000	3800000	0,0,255	significant differentially interacting region
chr4	3700000	3800000	chr4	4400000	4500000	0,0,255	significant differentially interacting region
chr4	3700000	3800000	chr4	4500000	4600000	0,0,255	significant differentially interacting region
chr4	3700000	3800000	chr4	4600000	4700000	0,0,255	significant differentially interacting region
chr4	3700000	3800000	chr4	4700000	4800000	0,0,255	significant differentially interacting region
chr4	3700000	3800000	chr4	5400000	5500000	0,0,255	significant differentially interacting region
chr4	3700000	3800000	chr4	5500000	5600000	0,0,255	significant differentially interacting region
chr4	3800000	3900000	chr4	4500000	4600000	0,0,255	significant differentially interacting region
chr4	3800000	3900000	chr4	4600000	4700000	0,0,255	significant differentially interacting region
chr4	4400000	4500000	chr4	4900000	5000000	0,0,255	significant differentially interacting region
chr4	5500000	5600000	chr4	10700000	10800000	0,0,255	significant differentially interacting region
chr4	5600000	5700000	chr4	6900000	7000000	0,0,255	significant differentially interacting region
chr4	5800000	5900000	chr4	7700000	7800000	0,0,255	significant differentially interacting region
chr4	5800000	5900000	chr4	8200000	8300000	0,0,255	significant differentially interacting region
chr4	5900000	6000000	chr4	7300000	7400000	0,0,255	significant differentially interacting region
chr4	5900000	6000000	chr4	7600000	7700000	0,0,255	significant differentially interacting region
chr4	6000000	6100000	chr4	8200000	8300000	0,0,255	significant differentially interacting region
chr4	6200000	6300000	chr4	8200000	8300000	0,0,255	significant differentially interacting region
chr4	6300000	6400000	chr4	8200000	8300000	0,0,255	significant differentially interacting region
chr4	6300000	6400000	chr4	8300000	8400000	0,0,255	significant differentially interacting region
chr4	6400000	6500000	chr4	8400000	8500000	0,0,255	significant differentially interacting region
chr4	6500000	6600000	chr4	8200000	8300000	0,0,255	significant differentially interacting region
chr4	6500000	6600000	chr4	8600000	8700000	0,0,255	significant differentially interacting region
chr4	7000000	7100000	chr4	8300000	8400000	0,0,255	significant differentially interacting region
chr4	7100000	7200000	chr4	8500000	8600000	0,0,255	significant differentially interacting region
chr4	7100000	7200000	chr4	8700000	8800000	0,0,255	significant differentially interacting region
chr4	7200000	7300000	chr4	8300000	8400000	0,0,255	significant differentially interacting region
chr4	7200000	7300000	chr4	8700000	8800000	0,0,255	significant differentially interacting region
chr4	7300000	7400000	chr4	8700000	8800000	0,0,255	significant differentially interacting region
chr4	7400000	7500000	chr4	8700000	8800000	0,0,255	significant differentially interacting region
chr4	7400000	7500000	chr4	8800000	8900000	0,0,255	significant differentially interacting region
chr4	7500000	7600000	chr4	8700000	8800000	0,0,255	significant differentially interacting region
chr4	7600000	7700000	chr4	8700000	8800000	0,0,255	significant differentially interacting region
chr4	7900000	8000000	chr4	8700000	8800000	0,0,255	significant differentially interacting region
chr4	7900000	8000000	chr4	37400000	37500000	0,0,255	significant differentially interacting region
chr4	9400000	9500000	chr4	12200000	12300000	0,0,255	significant differentially interacting region
chr4	9400000	9500000	chr4	13400000	13500000	0,0,255	significant differentially interacting region
chr4	9600000	9700000	chr4	12300000	12400000	0,0,255	significant differentially interacting region
chr4	11400000	11500000	chr4	30600000	30700000	0,0,255	significant differentially interacting region
chr4	11400000	11500000	chr4	30700000	30800000	0,0,255	significant differentially interacting region
chr4	11400000	11500000	chr4	30800000	30900000	0,0,255	significant differentially interacting region
chr4	11400000	11500000	chr4	30900000	31000000	0,0,255	significant differentially interacting region
chr4	11500000	11600000	chr4	30600000	30700000	0,0,255	significant differentially interacting region
chr4	11500000	11600000	chr4	30700000	30800000	0,0,255	significant differentially interacting region
chr4	11500000	11600000	chr4	30800000	30900000	0,0,255	significant differentially interacting region
chr4	11500000	11600000	chr4	30900000	31000000	0,0,255	significant differentially interacting region
chr4	11500000	11600000	chr4	75500000	75600000	0,0,255	significant differentially interacting region
chr4	11600000	11700000	chr4	30600000	30700000	0,0,255	significant differentially interacting region
chr4	11600000	11700000	chr4	30700000	30800000	0,0,255	significant differentially interacting region
chr4	11600000	11700000	chr4	30800000	30900000	0,0,255	significant differentially interacting region
chr4	11700000	11800000	chr4	30500000	30600000	0,0,255	significant differentially interacting region
chr4	11700000	11800000	chr4	30600000	30700000	0,0,255	significant differentially interacting region
chr4	11700000	11800000	chr4	30700000	30800000	0,0,255	significant differentially interacting region
chr4	11700000	11800000	chr4	30900000	31000000	0,0,255	significant differentially interacting region
chr4	11700000	11800000	chr4	31100000	31200000	0,0,255	significant differentially interacting region
chr4	11800000	11900000	chr4	30400000	30500000	0,0,255	significant differentially interacting region
chr4	11800000	11900000	chr4	30500000	30600000	0,0,255	significant differentially interacting region
chr4	11800000	11900000	chr4	30600000	30700000	0,0,255	significant differentially interacting region
chr4	11900000	12000000	chr4	30600000	30700000	0,0,255	significant differentially interacting region
chr4	12500000	12600000	chr4	12800000	12900000	0,0,255	significant differentially interacting region
chr4	12700000	12800000	chr4	13500000	13600000	0,0,255	significant differentially interacting region
chr4	12800000	12900000	chr4	13500000	13600000	0,0,255	significant differentially interacting region
chr4	16000000	16100000	chr4	16200000	16300000	0,0,255	significant differentially interacting region
chr4	17500000	17600000	chr4	19700000	19800000	0,0,255	significant differentially interacting region
chr4	17600000	17700000	chr4	18500000	18600000	0,0,255	significant differentially interacting region
chr4	17700000	17800000	chr4	18500000	18600000	0,0,255	significant differentially interacting region
chr4	17800000	17900000	chr4	18300000	18400000	0,0,255	significant differentially interacting region
chr4	17800000	17900000	chr4	18500000	18600000	0,0,255	significant differentially interacting region
chr4	18100000	18200000	chr4	48100000	48200000	0,0,255	significant differentially interacting region
chr4	19700000	19800000	chr4	21100000	21200000	0,0,255	significant differentially interacting region
chr4	22200000	22300000	chr4	47900000	48000000	0,0,255	significant differentially interacting region
chr4	23400000	23500000	chr4	26300000	26400000	0,0,255	significant differentially interacting region
chr4	23900000	24000000	chr4	25900000	26000000	0,0,255	significant differentially interacting region
chr4	24400000	24500000	chr4	48300000	48400000	0,0,255	significant differentially interacting region
chr4	24700000	24800000	chr4	26700000	26800000	0,0,255	significant differentially interacting region
chr4	25900000	26000000	chr4	29500000	29600000	0,0,255	significant differentially interacting region
chr4	26100000	26200000	chr4	28900000	29000000	0,0,255	significant differentially interacting region
chr4	26200000	26300000	chr4	31400000	31500000	0,0,255	significant differentially interacting region
chr4	26400000	26500000	chr4	27000000	27100000	0,0,255	significant differentially interacting region
chr4	30600000	30700000	chr4	75600000	75700000	0,0,255	significant differentially interacting region
chr4	30700000	30800000	chr4	75600000	75700000	0,0,255	significant differentially interacting region
chr4	30700000	30800000	chr4	102000000	102100000	0,0,255	significant differentially interacting region
chr4	30800000	30900000	chr4	75600000	75700000	0,0,255	significant differentially interacting region
chr4	30800000	30900000	chr4	102100000	102200000	0,0,255	significant differentially interacting region
chr4	30800000	30900000	chr4	187700000	187800000	0,0,255	significant differentially interacting region
chr4	30900000	31000000	chr4	75600000	75700000	0,0,255	significant differentially interacting region
chr4	31000000	31100000	chr4	75600000	75700000	0,0,255	significant differentially interacting region
chr4	31100000	31200000	chr4	75600000	75700000	0,0,255	significant differentially interacting region
chr4	33800000	33900000	chr4	190600000	190700000	0,0,255	significant differentially interacting region
chr4	39700000	39800000	chr4	43100000	43200000	0,0,255	significant differentially interacting region
chr4	39700000	39800000	chr4	43200000	43300000	0,0,255	significant differentially interacting region
chr4	39800000	39900000	chr4	43300000	43400000	0,0,255	significant differentially interacting region
chr4	39900000	40000000	chr4	42900000	43000000	0,0,255	significant differentially interacting region
chr4	39900000	40000000	chr4	43000000	43100000	0,0,255	significant differentially interacting region
chr4	39900000	40000000	chr4	43200000	43300000	0,0,255	significant differentially interacting region
chr4	40000000	40100000	chr4	42700000	42800000	0,0,255	significant differentially interacting region
chr4	40100000	40200000	chr4	43300000	43400000	0,0,255	significant differentially interacting region
chr4	40400000	40500000	chr4	43800000	43900000	0,0,255	significant differentially interacting region
chr4	41000000	41100000	chr4	43000000	43100000	0,0,255	significant differentially interacting region
chr4	41000000	41100000	chr4	43200000	43300000	0,0,255	significant differentially interacting region
chr4	41100000	41200000	chr4	42900000	43000000	0,0,255	significant differentially interacting region
chr4	41100000	41200000	chr4	43000000	43100000	0,0,255	significant differentially interacting region
chr4	41100000	41200000	chr4	44000000	44100000	0,0,255	significant differentially interacting region
chr4	41200000	41300000	chr4	41600000	41700000	0,0,255	significant differentially interacting region
chr4	44300000	44400000	chr4	44900000	45000000	0,0,255	significant differentially interacting region
chr4	44300000	44400000	chr4	45000000	45100000	0,0,255	significant differentially interacting region
chr4	44400000	44500000	chr4	44800000	44900000	0,0,255	significant differentially interacting region
chr4	44400000	44500000	chr4	44900000	45000000	0,0,255	significant differentially interacting region
chr4	44500000	44600000	chr4	44800000	44900000	0,0,255	significant differentially interacting region
chr4	44700000	44800000	chr4	47900000	48000000	0,0,255	significant differentially interacting region
chr4	46600000	46700000	chr4	48700000	48800000	0,0,255	significant differentially interacting region
chr4	46700000	46800000	chr4	48500000	48600000	0,0,255	significant differentially interacting region
chr4	46800000	46900000	chr4	48700000	48800000	0,0,255	significant differentially interacting region
chr4	46900000	47000000	chr4	48200000	48300000	0,0,255	significant differentially interacting region
chr4	47300000	47400000	chr4	48900000	49000000	0,0,255	significant differentially interacting region
chr4	47400000	47500000	chr4	48800000	48900000	0,0,255	significant differentially interacting region
chr4	47400000	47500000	chr4	48900000	49000000	0,0,255	significant differentially interacting region
chr4	47500000	47600000	chr4	48600000	48700000	0,0,255	significant differentially interacting region
chr4	47500000	47600000	chr4	48700000	48800000	0,0,255	significant differentially interacting region
chr4	47500000	47600000	chr4	48800000	48900000	0,0,255	significant differentially interacting region
chr4	47500000	47600000	chr4	48900000	49000000	0,0,255	significant differentially interacting region
chr4	47500000	47600000	chr4	68700000	68800000	0,0,255	significant differentially interacting region
chr4	47700000	47800000	chr4	48700000	48800000	0,0,255	significant differentially interacting region
chr4	47800000	47900000	chr4	48600000	48700000	0,0,255	significant differentially interacting region
chr4	47900000	48000000	chr4	52900000	53000000	0,0,255	significant differentially interacting region
chr4	48000000	48100000	chr4	52900000	53000000	0,0,255	significant differentially interacting region
chr4	48100000	48200000	chr4	53000000	53100000	0,0,255	significant differentially interacting region
chr4	48200000	48300000	chr4	49100000	49200000	0,0,255	significant differentially interacting region
chr4	48200000	48300000	chr4	52700000	52800000	0,0,255	significant differentially interacting region
chr4	48200000	48300000	chr4	52800000	52900000	0,0,255	significant differentially interacting region
chr4	48200000	48300000	chr4	52900000	53000000	0,0,255	significant differentially interacting region
chr4	48200000	48300000	chr4	53100000	53200000	0,0,255	significant differentially interacting region
chr4	48300000	48400000	chr4	53000000	53100000	0,0,255	significant differentially interacting region
chr4	48300000	48400000	chr4	68500000	68600000	0,0,255	significant differentially interacting region
chr4	48400000	48500000	chr4	52700000	52800000	0,0,255	significant differentially interacting region
chr4	48400000	48500000	chr4	52900000	53000000	0,0,255	significant differentially interacting region
chr4	48400000	48500000	chr4	53100000	53200000	0,0,255	significant differentially interacting region
chr4	48500000	48600000	chr4	52800000	52900000	0,0,255	significant differentially interacting region
chr4	48500000	48600000	chr4	53000000	53100000	0,0,255	significant differentially interacting region
chr4	48500000	48600000	chr4	53200000	53300000	0,0,255	significant differentially interacting region
chr4	48600000	48700000	chr4	52900000	53000000	0,0,255	significant differentially interacting region
chr4	48600000	48700000	chr4	53000000	53100000	0,0,255	significant differentially interacting region
chr4	48600000	48700000	chr4	53300000	53400000	0,0,255	significant differentially interacting region
chr4	48700000	48800000	chr4	52900000	53000000	0,0,255	significant differentially interacting region
chr4	48900000	49000000	chr4	74300000	74400000	0,0,255	significant differentially interacting region
chr4	52700000	52800000	chr4	53400000	53500000	0,0,255	significant differentially interacting region
chr4	52800000	52900000	chr4	53200000	53300000	0,0,255	significant differentially interacting region
chr4	52800000	52900000	chr4	53400000	53500000	0,0,255	significant differentially interacting region
chr4	53700000	53800000	chr4	54000000	54100000	0,0,255	significant differentially interacting region
chr4	54300000	54400000	chr4	56100000	56200000	0,0,255	significant differentially interacting region
chr4	54500000	54600000	chr4	55800000	55900000	0,0,255	significant differentially interacting region
chr4	54500000	54600000	chr4	56300000	56400000	0,0,255	significant differentially interacting region
chr4	54700000	54800000	chr4	55800000	55900000	0,0,255	significant differentially interacting region
chr4	54700000	54800000	chr4	55900000	56000000	0,0,255	significant differentially interacting region
chr4	54700000	54800000	chr4	56000000	56100000	0,0,255	significant differentially interacting region
chr4	54800000	54900000	chr4	55400000	55500000	0,0,255	significant differentially interacting region
chr4	54800000	54900000	chr4	55800000	55900000	0,0,255	significant differentially interacting region
chr4	54900000	55000000	chr4	55200000	55300000	0,0,255	significant differentially interacting region
chr4	54900000	55000000	chr4	58600000	58700000	0,0,255	significant differentially interacting region
chr4	55000000	55100000	chr4	55200000	55300000	0,0,255	significant differentially interacting region
chr4	55000000	55100000	chr4	55300000	55400000	0,0,255	significant differentially interacting region
chr4	55000000	55100000	chr4	55400000	55500000	0,0,255	significant differentially interacting region
chr4	55000000	55100000	chr4	55500000	55600000	0,0,255	significant differentially interacting region
chr4	55000000	55100000	chr4	55600000	55700000	0,0,255	significant differentially interacting region
chr4	55000000	55100000	chr4	55800000	55900000	0,0,255	significant differentially interacting region
chr4	55000000	55100000	chr4	55900000	56000000	0,0,255	significant differentially interacting region
chr4	55000000	55100000	chr4	56000000	56100000	0,0,255	significant differentially interacting region
chr4	55000000	55100000	chr4	56100000	56200000	0,0,255	significant differentially interacting region
chr4	55600000	55700000	chr4	58200000	58300000	0,0,255	significant differentially interacting region
chr4	56000000	56100000	chr4	58000000	58100000	0,0,255	significant differentially interacting region
chr4	56100000	56200000	chr4	58500000	58600000	0,0,255	significant differentially interacting region
chr4	56200000	56300000	chr4	58400000	58500000	0,0,255	significant differentially interacting region
chr4	56200000	56300000	chr4	58700000	58800000	0,0,255	significant differentially interacting region
chr4	56300000	56400000	chr4	57900000	58000000	0,0,255	significant differentially interacting region
chr4	56300000	56400000	chr4	58300000	58400000	0,0,255	significant differentially interacting region
chr4	56300000	56400000	chr4	58800000	58900000	0,0,255	significant differentially interacting region
chr4	56400000	56500000	chr4	57900000	58000000	0,0,255	significant differentially interacting region
chr4	56400000	56500000	chr4	58200000	58300000	0,0,255	significant differentially interacting region
chr4	56400000	56500000	chr4	58500000	58600000	0,0,255	significant differentially interacting region
chr4	56400000	56500000	chr4	59000000	59100000	0,0,255	significant differentially interacting region
chr4	56500000	56600000	chr4	58400000	58500000	0,0,255	significant differentially interacting region
chr4	56600000	56700000	chr4	58000000	58100000	0,0,255	significant differentially interacting region
chr4	56600000	56700000	chr4	58500000	58600000	0,0,255	significant differentially interacting region
chr4	56700000	56800000	chr4	58100000	58200000	0,0,255	significant differentially interacting region
chr4	56800000	56900000	chr4	58200000	58300000	0,0,255	significant differentially interacting region
chr4	56800000	56900000	chr4	58500000	58600000	0,0,255	significant differentially interacting region
chr4	56800000	56900000	chr4	58700000	58800000	0,0,255	significant differentially interacting region
chr4	56900000	57000000	chr4	58200000	58300000	0,0,255	significant differentially interacting region
chr4	56900000	57000000	chr4	58500000	58600000	0,0,255	significant differentially interacting region
chr4	56900000	57000000	chr4	58900000	59000000	0,0,255	significant differentially interacting region
chr4	56900000	57000000	chr4	59100000	59200000	0,0,255	significant differentially interacting region
chr4	57000000	57100000	chr4	58300000	58400000	0,0,255	significant differentially interacting region
chr4	57000000	57100000	chr4	58400000	58500000	0,0,255	significant differentially interacting region
chr4	57100000	57200000	chr4	58100000	58200000	0,0,255	significant differentially interacting region
chr4	57100000	57200000	chr4	58200000	58300000	0,0,255	significant differentially interacting region
chr4	57100000	57200000	chr4	58400000	58500000	0,0,255	significant differentially interacting region
chr4	57100000	57200000	chr4	58500000	58600000	0,0,255	significant differentially interacting region
chr4	57100000	57200000	chr4	58800000	58900000	0,0,255	significant differentially interacting region
chr4	57200000	57300000	chr4	58000000	58100000	0,0,255	significant differentially interacting region
chr4	57200000	57300000	chr4	58200000	58300000	0,0,255	significant differentially interacting region
chr4	57200000	57300000	chr4	58300000	58400000	0,0,255	significant differentially interacting region
chr4	57200000	57300000	chr4	58400000	58500000	0,0,255	significant differentially interacting region
chr4	57200000	57300000	chr4	58500000	58600000	0,0,255	significant differentially interacting region
chr4	57200000	57300000	chr4	58600000	58700000	0,0,255	significant differentially interacting region
chr4	57200000	57300000	chr4	58700000	58800000	0,0,255	significant differentially interacting region
chr4	57300000	57400000	chr4	58000000	58100000	0,0,255	significant differentially interacting region
chr4	57300000	57400000	chr4	58100000	58200000	0,0,255	significant differentially interacting region
chr4	57300000	57400000	chr4	58200000	58300000	0,0,255	significant differentially interacting region
chr4	57300000	57400000	chr4	58300000	58400000	0,0,255	significant differentially interacting region
chr4	57300000	57400000	chr4	58400000	58500000	0,0,255	significant differentially interacting region
chr4	57300000	57400000	chr4	58500000	58600000	0,0,255	significant differentially interacting region
chr4	57300000	57400000	chr4	58600000	58700000	0,0,255	significant differentially interacting region
chr4	57300000	57400000	chr4	58700000	58800000	0,0,255	significant differentially interacting region
chr4	57300000	57400000	chr4	58900000	59000000	0,0,255	significant differentially interacting region
chr4	57300000	57400000	chr4	59100000	59200000	0,0,255	significant differentially interacting region
chr4	57300000	57400000	chr4	59500000	59600000	0,0,255	significant differentially interacting region
chr4	57400000	57500000	chr4	58200000	58300000	0,0,255	significant differentially interacting region
chr4	57400000	57500000	chr4	58300000	58400000	0,0,255	significant differentially interacting region
chr4	57500000	57600000	chr4	58200000	58300000	0,0,255	significant differentially interacting region
chr4	57500000	57600000	chr4	58300000	58400000	0,0,255	significant differentially interacting region
chr4	57500000	57600000	chr4	58400000	58500000	0,0,255	significant differentially interacting region
chr4	57500000	57600000	chr4	58500000	58600000	0,0,255	significant differentially interacting region
chr4	57500000	57600000	chr4	58600000	58700000	0,0,255	significant differentially interacting region
chr4	57600000	57700000	chr4	57900000	58000000	0,0,255	significant differentially interacting region
chr4	57600000	57700000	chr4	58000000	58100000	0,0,255	significant differentially interacting region
chr4	57600000	57700000	chr4	58100000	58200000	0,0,255	significant differentially interacting region
chr4	57600000	57700000	chr4	58200000	58300000	0,0,255	significant differentially interacting region
chr4	57600000	57700000	chr4	58300000	58400000	0,0,255	significant differentially interacting region
chr4	57600000	57700000	chr4	58400000	58500000	0,0,255	significant differentially interacting region
chr4	57600000	57700000	chr4	58500000	58600000	0,0,255	significant differentially interacting region
chr4	57600000	57700000	chr4	58700000	58800000	0,0,255	significant differentially interacting region
chr4	57600000	57700000	chr4	58900000	59000000	0,0,255	significant differentially interacting region
chr4	57600000	57700000	chr4	59000000	59100000	0,0,255	significant differentially interacting region
chr4	57700000	57800000	chr4	58300000	58400000	0,0,255	significant differentially interacting region
chr4	57700000	57800000	chr4	58400000	58500000	0,0,255	significant differentially interacting region
chr4	57700000	57800000	chr4	58500000	58600000	0,0,255	significant differentially interacting region
chr4	57900000	58000000	chr4	59700000	59800000	0,0,255	significant differentially interacting region
chr4	58000000	58100000	chr4	59700000	59800000	0,0,255	significant differentially interacting region
chr4	58100000	58200000	chr4	59700000	59800000	0,0,255	significant differentially interacting region
chr4	59700000	59800000	chr4	63500000	63600000	0,0,255	significant differentially interacting region
chr4	65600000	65700000	chr4	68200000	68300000	0,0,255	significant differentially interacting region
chr4	67800000	67900000	chr4	69200000	69300000	0,0,255	significant differentially interacting region
chr4	68000000	68100000	chr4	69400000	69500000	0,0,255	significant differentially interacting region
chr4	69300000	69400000	chr4	70100000	70200000	0,0,255	significant differentially interacting region
chr4	71400000	71500000	chr4	72500000	72600000	0,0,255	significant differentially interacting region
chr4	71500000	71600000	chr4	72400000	72500000	0,0,255	significant differentially interacting region
chr4	73400000	73500000	chr4	75200000	75300000	0,0,255	significant differentially interacting region
chr4	75200000	75300000	chr4	102100000	102200000	0,0,255	significant differentially interacting region
chr4	75500000	75600000	chr4	102000000	102100000	0,0,255	significant differentially interacting region
chr4	75500000	75600000	chr4	102100000	102200000	0,0,255	significant differentially interacting region
chr4	75600000	75700000	chr4	102100000	102200000	0,0,255	significant differentially interacting region
chr4	77400000	77500000	chr4	77600000	77700000	0,0,255	significant differentially interacting region
chr4	79200000	79300000	chr4	120000000	120100000	0,0,255	significant differentially interacting region
chr4	82100000	82200000	chr4	82400000	82500000	0,0,255	significant differentially interacting region
chr4	84300000	84400000	chr4	85200000	85300000	0,0,255	significant differentially interacting region
chr4	87300000	87400000	chr4	87800000	87900000	0,0,255	significant differentially interacting region
chr4	88900000	89000000	chr4	89100000	89200000	0,0,255	significant differentially interacting region
chr4	91000000	91100000	chr4	92500000	92600000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	92300000	92400000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	92400000	92500000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	92500000	92600000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	92700000	92800000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	92900000	93000000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	93000000	93100000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	93100000	93200000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	93200000	93300000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	93300000	93400000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	93400000	93500000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	93500000	93600000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	93600000	93700000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	94100000	94200000	0,0,255	significant differentially interacting region
chr4	91200000	91300000	chr4	94600000	94700000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	92000000	92100000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	92100000	92200000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	92200000	92300000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	92300000	92400000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	92400000	92500000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	92500000	92600000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	92600000	92700000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	92700000	92800000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	92800000	92900000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	92900000	93000000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	93000000	93100000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	93100000	93200000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	93200000	93300000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	93300000	93400000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	93400000	93500000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	93500000	93600000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	93600000	93700000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	93700000	93800000	0,0,255	significant differentially interacting region
chr4	91300000	91400000	chr4	93900000	94000000	0,0,255	significant differentially interacting region
